date,number_of_strikes,center_point_geom
2016-03-02,26,POINT(-72 37.6)
2016-03-02,25,POINT(-73.3 35.5)
2016-03-02,37,POINT(-71.4 37.9)
2016-03-02,24,POINT(-73 36.4)
2016-03-02,33,POINT(-99.8 24.5)
2016-03-02,24,POINT(-73.2 36.2)
2016-03-02,25,POINT(-72.8 35.9)
2016-03-02,25,POINT(-71.9 37.7)
2016-03-02,61,POINT(-73.2 35.6)
2016-03-02,30,POINT(-72 37.3)
2016-03-02,26,POINT(-87.2 31.7)
2016-03-02,25,POINT(-100.1 25.4)
2016-03-02,24,POINT(-70.9 36.5)
2016-03-02,24,POINT(-74.5 34.5)
2016-03-02,30,POINT(-74.1 32.9)
2016-03-02,28,POINT(-71.4 37.8)
2016-03-02,29,POINT(-72.8 36.8)
2016-03-02,28,POINT(-71.7 37.7)
2016-03-02,28,POINT(-73.3 35.6)
2016-03-02,31,POINT(-72 37.5)
2016-03-02,27,POINT(-71.5 37.9)
2016-03-02,30,POINT(-74 34.4)
2016-03-02,27,POINT(-71.3 38)
2016-03-02,31,POINT(-73.9 34.4)
2016-03-02,35,POINT(-71.9 37.6)
2016-03-02,31,POINT(-74.3 32.9)
2016-03-02,31,POINT(-74.6 34.1)
2016-03-02,32,POINT(-73.6 34.6)
2016-03-02,31,POINT(-71.8 37.5)
2016-03-02,26,POINT(-73.7 34.6)
2016-03-02,41,POINT(-74.7 34.1)
2016-03-02,30,POINT(-99.2 23.8)
2016-03-02,25,POINT(-72.3 36.7)
2016-03-02,35,POINT(-74.3 34.3)
2016-03-02,26,POINT(-73.3 35.7)
2016-03-02,25,POINT(-75.7 33.5)
2016-03-02,31,POINT(-73.5 35.5)
2016-03-02,24,POINT(-71.2 37.9)
2016-03-02,30,POINT(-71.6 37.9)
2016-03-02,34,POINT(-74.5 32.8)
2016-03-02,34,POINT(-100.2 25.6)
2016-03-02,24,POINT(-74.5 34.2)
2016-03-02,25,POINT(-73.1 34.8)
2016-03-02,35,POINT(-72.8 35.8)
2016-03-02,27,POINT(-72.9 34.9)
2016-03-02,35,POINT(-74.6 32.8)
2016-03-02,55,POINT(-71.8 37.7)
2016-03-02,24,POINT(-73.7 33)
2016-03-02,39,POINT(-71.7 37.8)
2016-03-02,37,POINT(-73 35.7)
2016-03-02,28,POINT(-73.1 35.7)
2016-03-02,32,POINT(-71.6 37.8)
2016-03-02,32,POINT(-74.8 34.1)
2016-03-02,24,POINT(-74.4 34.3)
2016-03-02,29,POINT(-73.4 35.5)
2016-03-02,39,POINT(-72.9 35.8)
2016-03-02,24,POINT(-74.4 34.4)
2016-03-02,26,POINT(-100.2 25.7)
2016-03-02,28,POINT(-74.4 33.5)
2016-03-02,40,POINT(-73.5 34.6)
2016-03-02,43,POINT(-99.1 23.7)
2016-03-02,38,POINT(-74.1 34.4)
2016-03-02,24,POINT(-72.1 37.4)
2016-03-02,48,POINT(-74.6 34.2)
2016-03-02,41,POINT(-73.8 34.5)
2016-03-02,29,POINT(-74.5 33.5)
2016-03-02,26,POINT(-71.9 37.4)
2016-03-03,25,POINT(-93.2 34.1)
2016-03-03,33,POINT(-96.9 35)
2016-03-03,29,POINT(-93.8 34.1)
2016-03-03,25,POINT(-92.9 34.1)
2016-03-03,26,POINT(-96 34.7)
2016-03-03,24,POINT(-93.7 34.5)
2016-03-03,25,POINT(-93 34.3)
2016-03-03,24,POINT(-92.2 34.1)
2016-03-03,26,POINT(-92.4 34)
2016-03-03,24,POINT(-95.1 34.6)
2016-03-03,31,POINT(-93.1 34.3)
2016-03-03,32,POINT(-86.2 31.7)
2016-03-03,32,POINT(-95.4 34.6)
2016-03-03,24,POINT(-92.9 34.2)
2016-03-03,41,POINT(-92.5 34.1)
2016-03-03,30,POINT(-93.5 34.1)
2016-03-03,24,POINT(-97 35)
2016-03-03,24,POINT(-92.5 34)
2016-03-03,31,POINT(-92.8 34.2)
2016-03-03,24,POINT(-95.9 34.8)
2016-03-03,34,POINT(-96.5 34.9)
2016-03-03,29,POINT(-93.3 34.2)
2016-03-03,24,POINT(-94.8 34.6)
2016-03-03,40,POINT(-92.6 34.1)
2016-03-03,26,POINT(-92.1 34.2)
2016-03-03,27,POINT(-95.5 34.7)
2016-03-03,27,POINT(-91.4 34.2)
2016-03-03,27,POINT(-92.3 34.1)
2016-03-03,28,POINT(-92.9 34.5)
2016-03-03,31,POINT(-92.8 33.9)
2016-03-03,27,POINT(-92.4 34.1)
2016-03-03,32,POINT(-95.3 34.6)
2016-03-03,33,POINT(-93.1 34.1)
2016-03-03,29,POINT(-95.2 34.6)
2016-03-03,24,POINT(-93.3 34.4)
2016-03-03,24,POINT(-95.1 34.5)
2016-03-03,24,POINT(-92.3 34.2)
2016-03-03,24,POINT(-91.6 34.2)
2016-03-03,41,POINT(-96.6 34.9)
2016-03-03,25,POINT(-94.9 34.6)
2016-03-03,35,POINT(-93.4 34.1)
2016-03-03,26,POINT(-91.8 34.2)
2016-03-03,24,POINT(-95.5 34.6)
2016-03-03,25,POINT(-93 34.1)
2016-03-04,41,POINT(-73.9 32.6)
2016-03-04,26,POINT(-80.2 24.2)
2016-03-04,28,POINT(-76.3 32.5)
2016-03-04,32,POINT(-97.6 20.6)
2016-03-04,25,POINT(-85.7 31.5)
2016-03-04,44,POINT(-97 20.4)
2016-03-04,24,POINT(-75.1 32.1)
2016-03-04,26,POINT(-87.1 30.9)
2016-03-04,32,POINT(-80.9 22.6)
2016-03-04,38,POINT(-76.2 32.5)
2016-03-04,35,POINT(-75.4 30)
2016-03-04,26,POINT(-74.4 32.7)
2016-03-04,32,POINT(-85.5 31.5)
2016-03-04,28,POINT(-73.9 32.5)
2016-03-04,24,POINT(-73.7 32.7)
2016-03-04,39,POINT(-74.3 32.4)
2016-03-04,25,POINT(-75.1 29.9)
2016-03-04,24,POINT(-75.3 32)
2016-03-04,36,POINT(-86.9 30.9)
2016-03-04,32,POINT(-76.8 32.6)
2016-03-04,31,POINT(-76.7 32.6)
2016-03-04,25,POINT(-85.6 31.5)
2016-03-04,24,POINT(-74 32.4)
2016-03-04,31,POINT(-77 32.5)
2016-03-04,24,POINT(-76.9 32.5)
2016-03-04,26,POINT(-87 30.9)
2016-03-04,36,POINT(-73.2 30.7)
2016-03-04,32,POINT(-77.5 30.2)
2016-03-04,25,POINT(-76.6 32.3)
2016-03-04,30,POINT(-77.9 30.6)
2016-03-04,27,POINT(-74.2 32.8)
2016-03-04,26,POINT(-85.5 23.5)
2016-03-04,24,POINT(-75.4 30.3)
2016-03-04,40,POINT(-74.1 32.5)
2016-03-04,33,POINT(-73.8 32.6)
2016-03-04,35,POINT(-86.7 30.8)
2016-03-04,28,POINT(-75.2 29.9)
2016-03-04,24,POINT(-75.1 32.3)
2016-03-04,26,POINT(-75.3 32.3)
2016-03-04,34,POINT(-76.8 32.5)
2016-03-04,24,POINT(-75.2 32)
2016-03-04,25,POINT(-75.1 30.4)
2016-03-04,25,POINT(-76 30.3)
2016-03-04,39,POINT(-97.1 20.4)
2016-03-04,33,POINT(-74.9 29.9)
2016-03-04,24,POINT(-76.3 32.4)
2016-03-04,25,POINT(-83.2 30.9)
2016-03-04,48,POINT(-74.2 32.5)
2016-03-04,27,POINT(-76.7 32.5)
2016-03-04,27,POINT(-75.2 32.2)
2016-03-04,26,POINT(-80 24.1)
2016-03-04,33,POINT(-76.1 32.5)
2016-03-04,26,POINT(-83.1 30.7)
2016-03-04,41,POINT(-97.6 20.5)
2016-03-04,122,POINT(-80.5 22.7)
2016-03-04,24,POINT(-76.5 29.2)
2016-03-04,28,POINT(-80.1 24.2)
2016-03-04,26,POINT(-73.5 30.6)
2016-03-04,29,POINT(-73.3 30.7)
2016-03-04,28,POINT(-73.9 32.4)
2016-03-04,25,POINT(-75.7 33)
2016-03-04,24,POINT(-73.9 33.3)
2016-03-04,24,POINT(-84.5 28.1)
2016-03-04,29,POINT(-73.4 30.7)
2016-03-04,31,POINT(-77.6 32.8)
2016-03-04,39,POINT(-80.1 24.1)
2016-03-04,28,POINT(-73.5 32.6)
2016-03-04,29,POINT(-74.4 32.3)
2016-03-04,24,POINT(-76.3 30.3)
2016-03-04,33,POINT(-73.7 32.6)
2016-03-04,25,POINT(-86.6 30.8)
2016-03-05,25,POINT(-86.7 22.4)
2016-03-05,41,POINT(-86.4 22.4)
2016-03-05,35,POINT(-86.6 22.5)
2016-03-05,25,POINT(-86.5 22.7)
2016-03-05,31,POINT(-86.5 22.6)
2016-03-05,27,POINT(-86.5 22.4)
2016-03-05,26,POINT(-86.6 22.7)
2016-03-06,25,POINT(-75.3 24.7)
2016-03-06,37,POINT(-73.4 24.6)
2016-03-06,25,POINT(-73.3 24.6)
2016-03-06,24,POINT(-75.5 24.4)
2016-03-07,35,POINT(-98 33.1)
2016-03-07,40,POINT(-97.9 33.4)
2016-03-07,46,POINT(-98.8 32)
2016-03-07,37,POINT(-99 31.9)
2016-03-07,44,POINT(-98.8 32.1)
2016-03-07,33,POINT(-97.9 33.2)
2016-03-07,41,POINT(-97.8 33.3)
2016-03-07,38,POINT(-97.8 33.5)
2016-03-07,41,POINT(-97.9 33.3)
2016-03-07,46,POINT(-98.4 32.7)
2016-03-07,52,POINT(-98.5 32.2)
2016-03-07,47,POINT(-98.1 33.1)
2016-03-07,43,POINT(-98.6 32.1)
2016-03-07,26,POINT(-98.6 32.3)
2016-03-07,55,POINT(-97.7 33.5)
2016-03-07,48,POINT(-98.1 32.7)
2016-03-07,57,POINT(-98.1 32.8)
2016-03-07,38,POINT(-98.3 32.8)
2016-03-07,24,POINT(-104 41.2)
2016-03-07,33,POINT(-98.3 32.7)
2016-03-07,37,POINT(-97.7 33.6)
2016-03-07,32,POINT(-98 33.2)
2016-03-07,24,POINT(-98.6 32.5)
2016-03-07,39,POINT(-98.2 32.7)
2016-03-07,37,POINT(-88.4 43.9)
2016-03-07,27,POINT(-98.4 32.6)
2016-03-07,25,POINT(-98 33.3)
2016-03-07,31,POINT(-98.3 32.6)
2016-03-07,29,POINT(-98.5 32.5)
2016-03-07,26,POINT(-88.5 43.9)
2016-03-07,36,POINT(-97.7 33.7)
2016-03-07,47,POINT(-98.9 32)
2016-03-07,24,POINT(-98.7 32)
2016-03-07,44,POINT(-98.9 31.9)
2016-03-07,28,POINT(-103.1 41.9)
2016-03-07,45,POINT(-98.4 32.3)
2016-03-07,29,POINT(-97.3 33.7)
2016-03-07,24,POINT(-103.9 40.3)
2016-03-07,31,POINT(-98.7 32.1)
2016-03-07,38,POINT(-98.1 33)
2016-03-07,26,POINT(-103.8 40.3)
2016-03-07,29,POINT(-103.9 41.2)
2016-03-07,58,POINT(-99 31.8)
2016-03-07,26,POINT(-98.9 32.1)
2016-03-07,64,POINT(-98.6 32.2)
2016-03-07,24,POINT(-97.8 33.2)
2016-03-07,56,POINT(-98.5 32.3)
2016-03-07,49,POINT(-98.2 32.8)
2016-03-07,48,POINT(-98.4 32.5)
2016-03-07,26,POINT(-103.4 41.8)
2016-03-07,54,POINT(-98.7 32.2)
2016-03-07,41,POINT(-103.1 41.8)
2016-03-07,56,POINT(-98.4 32.4)
2016-03-07,25,POINT(-97.7 33.4)
2016-03-07,26,POINT(-98 32.7)
2016-03-07,26,POINT(-99.1 31.8)
2016-03-07,27,POINT(-103.9 41.3)
2016-03-07,26,POINT(-98.2 32.9)
2016-03-07,28,POINT(-97 34.2)
2016-03-07,60,POINT(-97.8 33.4)
2016-03-07,41,POINT(-99.1 31.7)
2016-03-07,26,POINT(-98.5 32.4)
2016-03-07,29,POINT(-99 32)
2016-03-08,27,POINT(-96.1 31.8)
2016-03-08,38,POINT(-93.9 32.8)
2016-03-08,28,POINT(-100.4 30.9)
2016-03-08,33,POINT(-94 32)
2016-03-08,26,POINT(-95.7 33.3)
2016-03-08,64,POINT(-101.1 30.6)
2016-03-08,92,POINT(-98.2 31.4)
2016-03-08,33,POINT(-100.8 30.6)
2016-03-08,33,POINT(-96 32.8)
2016-03-08,27,POINT(-93.2 31.4)
2016-03-08,24,POINT(-94.3 30.7)
2016-03-08,49,POINT(-100.9 30.6)
2016-03-08,26,POINT(-101.8 30.1)
2016-03-08,42,POINT(-100.6 30.2)
2016-03-08,29,POINT(-95.7 32.5)
2016-03-08,66,POINT(-95.4 31.9)
2016-03-08,30,POINT(-96.4 31.6)
2016-03-08,57,POINT(-92.9 31.7)
2016-03-08,42,POINT(-101 30.3)
2016-03-08,26,POINT(-95.5 31.5)
2016-03-08,44,POINT(-101.2 30)
2016-03-08,41,POINT(-93.5 32.4)
2016-03-08,25,POINT(-93.6 34.2)
2016-03-08,39,POINT(-94.3 30.6)
2016-03-08,27,POINT(-93.3 32.6)
2016-03-08,37,POINT(-100.9 30.7)
2016-03-08,36,POINT(-96.8 33.8)
2016-03-08,63,POINT(-93.8 30.4)
2016-03-08,66,POINT(-94.8 32)
2016-03-08,65,POINT(-96 32.1)
2016-03-08,24,POINT(-94.7 33.9)
2016-03-08,41,POINT(-100.3 31.2)
2016-03-08,32,POINT(-95.4 33.4)
2016-03-08,45,POINT(-94.1 31.8)
2016-03-08,81,POINT(-101.1 30)
2016-03-08,68,POINT(-100.4 31.3)
2016-03-08,53,POINT(-93.6 30.7)
2016-03-08,31,POINT(-93.6 32.3)
2016-03-08,83,POINT(-96 28.9)
2016-03-08,24,POINT(-100.1 28.1)
2016-03-08,59,POINT(-96.8 33.3)
2016-03-08,26,POINT(-95.8 33.2)
2016-03-08,37,POINT(-94.2 33.6)
2016-03-08,24,POINT(-96.3 31.7)
2016-03-08,38,POINT(-95.4 32.9)
2016-03-08,51,POINT(-96.9 33.2)
2016-03-08,173,POINT(-98.3 31.2)
2016-03-08,50,POINT(-101.8 29.7)
2016-03-08,50,POINT(-93.8 30.6)
2016-03-08,25,POINT(-94.1 30)
2016-03-08,32,POINT(-94.6 32.8)
2016-03-08,51,POINT(-93.6 30.5)
2016-03-08,112,POINT(-92.8 32)
2016-03-08,32,POINT(-93.7 32.1)
2016-03-08,58,POINT(-95.4 32)
2016-03-08,89,POINT(-101.5 30.1)
2016-03-08,35,POINT(-101 31.2)
2016-03-08,24,POINT(-94.8 33.2)
2016-03-08,91,POINT(-92.4 32.3)
2016-03-08,30,POINT(-102 29.9)
2016-03-08,26,POINT(-94 32.7)
2016-03-08,111,POINT(-93.1 31.6)
2016-03-08,78,POINT(-95.9 32.1)
2016-03-08,24,POINT(-93.7 30.8)
2016-03-08,28,POINT(-95 33.5)
2016-03-08,26,POINT(-101.3 30)
2016-03-08,38,POINT(-97.9 31.7)
2016-03-08,26,POINT(-94.8 32.5)
2016-03-08,53,POINT(-98.4 31.2)
2016-03-08,26,POINT(-93.3 30.4)
2016-03-08,29,POINT(-92.9 31.5)
2016-03-08,27,POINT(-95.6 33.3)
2016-03-08,29,POINT(-96.9 32.5)
2016-03-08,33,POINT(-98.8 31.7)
2016-03-08,47,POINT(-98.7 32)
2016-03-08,117,POINT(-98.5 31)
2016-03-08,59,POINT(-97.5 33.4)
2016-03-08,48,POINT(-96.9 30.1)
2016-03-08,38,POINT(-97.9 32.1)
2016-03-08,58,POINT(-98.2 32.9)
2016-03-08,46,POINT(-97.9 32.8)
2016-03-08,32,POINT(-99.4 30.7)
2016-03-08,85,POINT(-98.6 30.9)
2016-03-08,25,POINT(-97.5 35.7)
2016-03-08,34,POINT(-99.2 35.3)
2016-03-08,31,POINT(-98.8 36.7)
2016-03-08,88,POINT(-99.6 30.9)
2016-03-08,51,POINT(-97.2 32.9)
2016-03-08,42,POINT(-98.1 32.1)
2016-03-08,50,POINT(-100.2 34.1)
2016-03-08,86,POINT(-98 33.1)
2016-03-08,35,POINT(-99 32.9)
2016-03-08,42,POINT(-98.2 31)
2016-03-08,29,POINT(-97.5 30.9)
2016-03-08,67,POINT(-98.1 32.8)
2016-03-08,32,POINT(-97 33.9)
2016-03-08,64,POINT(-100.1 31.4)
2016-03-08,26,POINT(-98.6 35)
2016-03-08,31,POINT(-96.9 32.3)
2016-03-08,70,POINT(-97.1 31.3)
2016-03-08,35,POINT(-100.4 32)
2016-03-08,54,POINT(-100.2 31.3)
2016-03-08,24,POINT(-99.5 30.7)
2016-03-08,30,POINT(-97.7 32.5)
2016-03-08,51,POINT(-101.5 32.5)
2016-03-08,56,POINT(-99.6 30.8)
2016-03-08,28,POINT(-96.7 32.9)
2016-03-08,39,POINT(-98.8 31.4)
2016-03-08,28,POINT(-98.4 32.7)
2016-03-08,30,POINT(-101.4 30.9)
2016-03-08,38,POINT(-97.1 33.1)
2016-03-08,39,POINT(-101.3 32.6)
2016-03-08,48,POINT(-96.6 33.3)
2016-03-08,45,POINT(-98.1 31.1)
2016-03-08,28,POINT(-99.1 32.6)
2016-03-08,32,POINT(-97.5 33.9)
2016-03-08,119,POINT(-98.1 32.9)
2016-03-08,34,POINT(-98 31)
2016-03-08,72,POINT(-99.3 31)
2016-03-08,60,POINT(-99.4 31.1)
2016-03-08,29,POINT(-96.8 33.1)
2016-03-08,24,POINT(-94.4 33.3)
2016-03-08,74,POINT(-101.2 29.8)
2016-03-08,32,POINT(-93.1 31.5)
2016-03-08,40,POINT(-94 30.1)
2016-03-08,68,POINT(-101.1 30.1)
2016-03-08,36,POINT(-96.2 34.3)
2016-03-08,27,POINT(-93.6 32.2)
2016-03-08,24,POINT(-95.5 31.9)
2016-03-08,29,POINT(-96.7 32.5)
2016-03-08,24,POINT(-95.4 33.3)
2016-03-08,67,POINT(-101.3 29.7)
2016-03-08,30,POINT(-95.2 32.6)
2016-03-08,51,POINT(-95.6 32.6)
2016-03-08,144,POINT(-92.5 32.2)
2016-03-08,32,POINT(-94 30.2)
2016-03-08,59,POINT(-93.1 31.4)
2016-03-08,28,POINT(-94.4 32.7)
2016-03-08,52,POINT(-100.4 31)
2016-03-08,39,POINT(-95.1 32.6)
2016-03-08,26,POINT(-95.2 32.9)
2016-03-08,31,POINT(-100.3 31)
2016-03-08,27,POINT(-94.1 31.1)
2016-03-08,184,POINT(-93 31.7)
2016-03-08,24,POINT(-94.3 33.9)
2016-03-08,26,POINT(-93.3 31)
2016-03-08,25,POINT(-94.5 30.4)
2016-03-08,48,POINT(-95.1 32.7)
2016-03-08,25,POINT(-95.3 33.3)
2016-03-08,51,POINT(-96.7 33.2)
2016-03-08,35,POINT(-94.3 33.4)
2016-03-08,54,POINT(-93.9 30.1)
2016-03-08,39,POINT(-94.3 33.3)
2016-03-08,123,POINT(-99.9 30.8)
2016-03-08,25,POINT(-99.8 31)
2016-03-08,52,POINT(-98 31.4)
2016-03-08,74,POINT(-95.9 32.2)
2016-03-08,33,POINT(-94.1 30.2)
2016-03-08,46,POINT(-100.7 31.6)
2016-03-08,24,POINT(-95.9 33.2)
2016-03-08,33,POINT(-96.7 33.8)
2016-03-08,98,POINT(-98.2 31.3)
2016-03-08,100,POINT(-97.7 31.7)
2016-03-08,117,POINT(-93.7 30.5)
2016-03-08,52,POINT(-93.5 30.8)
2016-03-08,45,POINT(-93.8 32.2)
2016-03-08,28,POINT(-93.8 32.8)
2016-03-08,26,POINT(-95.8 32.6)
2016-03-08,26,POINT(-96 29)
2016-03-08,24,POINT(-93.6 34.4)
2016-03-08,57,POINT(-100.8 31.5)
2016-03-08,38,POINT(-94.6 32.7)
2016-03-08,33,POINT(-94.7 32.4)
2016-03-08,37,POINT(-100.8 30.7)
2016-03-08,29,POINT(-100.3 31.1)
2016-03-08,28,POINT(-93.4 30.4)
2016-03-08,31,POINT(-101 31.4)
2016-03-08,43,POINT(-101.1 33.2)
2016-03-08,56,POINT(-99.5 30.8)
2016-03-08,27,POINT(-98.4 35.5)
2016-03-08,27,POINT(-100.3 31.5)
2016-03-08,38,POINT(-98.6 32)
2016-03-08,39,POINT(-97.6 32.4)
2016-03-08,34,POINT(-96.3 32.3)
2016-03-08,52,POINT(-95.8 32.3)
2016-03-08,40,POINT(-100.4 31.9)
2016-03-08,208,POINT(-98.3 31.1)
2016-03-08,31,POINT(-96.6 33.2)
2016-03-08,40,POINT(-97.6 33)
2016-03-08,53,POINT(-97.6 33.2)
2016-03-08,34,POINT(-99.4 35.3)
2016-03-08,90,POINT(-98.1 30.7)
2016-03-08,84,POINT(-98.1 33)
2016-03-08,62,POINT(-97.5 31.1)
2016-03-08,30,POINT(-97 34.6)
2016-03-08,27,POINT(-99.4 30.8)
2016-03-08,80,POINT(-97.6 32)
2016-03-08,26,POINT(-97.3 33)
2016-03-08,43,POINT(-96.7 33)
2016-03-08,39,POINT(-98.6 32.2)
2016-03-08,30,POINT(-97.9 31.2)
2016-03-08,39,POINT(-96.6 33.1)
2016-03-08,31,POINT(-97.7 32.8)
2016-03-08,28,POINT(-97.4 32.5)
2016-03-08,47,POINT(-97.5 31.9)
2016-03-08,34,POINT(-96.4 32)
2016-03-08,34,POINT(-100.2 30.3)
2016-03-08,39,POINT(-99 31.3)
2016-03-08,37,POINT(-98.6 32.3)
2016-03-08,31,POINT(-97.7 31.3)
2016-03-08,73,POINT(-98 32.8)
2016-03-08,57,POINT(-98 30.8)
2016-03-08,41,POINT(-97.2 31.2)
2016-03-08,27,POINT(-97 35.9)
2016-03-08,69,POINT(-97.6 31)
2016-03-08,35,POINT(-98.2 33.1)
2016-03-08,29,POINT(-97.4 32.6)
2016-03-08,89,POINT(-98.1 31.2)
2016-03-08,52,POINT(-97.6 32.1)
2016-03-08,39,POINT(-96.8 30.2)
2016-03-08,27,POINT(-98.6 32.1)
2016-03-08,35,POINT(-96.8 31.8)
2016-03-08,32,POINT(-98.5 31.1)
2016-03-08,48,POINT(-97.8 30.7)
2016-03-08,31,POINT(-99.2 32.8)
2016-03-08,35,POINT(-98.3 32)
2016-03-08,24,POINT(-99.3 32.5)
2016-03-08,49,POINT(-99.9 34.5)
2016-03-08,30,POINT(-92.1 32.3)
2016-03-08,58,POINT(-101.3 32.8)
2016-03-08,87,POINT(-97.8 33.3)
2016-03-08,24,POINT(-98.6 31.8)
2016-03-08,30,POINT(-98.6 31.4)
2016-03-08,25,POINT(-97.8 32.7)
2016-03-08,30,POINT(-101.1 32.9)
2016-03-08,54,POINT(-93.9 32)
2016-03-08,82,POINT(-100.9 30.3)
2016-03-08,63,POINT(-100.7 30.4)
2016-03-08,27,POINT(-94.4 33.4)
2016-03-08,28,POINT(-95.5 33)
2016-03-08,34,POINT(-95.1 32.8)
2016-03-08,27,POINT(-92.6 31.9)
2016-03-08,48,POINT(-93.2 30.4)
2016-03-08,28,POINT(-96.2 32.7)
2016-03-08,55,POINT(-93.3 31.7)
2016-03-08,32,POINT(-101.8 29.8)
2016-03-08,52,POINT(-94 32.1)
2016-03-08,47,POINT(-95.8 32.2)
2016-03-08,36,POINT(-93.9 32.7)
2016-03-08,49,POINT(-100.6 30.3)
2016-03-08,45,POINT(-101.6 30)
2016-03-08,41,POINT(-93.1 30.6)
2016-03-08,38,POINT(-93.9 30)
2016-03-08,35,POINT(-95 33.4)
2016-03-08,86,POINT(-99.9 30.6)
2016-03-08,34,POINT(-96.3 32)
2016-03-08,33,POINT(-94.8 32.8)
2016-03-08,32,POINT(-95.6 32.3)
2016-03-08,38,POINT(-93.5 30.9)
2016-03-08,24,POINT(-95.3 33.8)
2016-03-08,83,POINT(-97.9 31.6)
2016-03-08,70,POINT(-100.6 31.6)
2016-03-08,31,POINT(-94.4 32.1)
2016-03-08,29,POINT(-98.6 31.3)
2016-03-08,31,POINT(-100.9 31.5)
2016-03-08,40,POINT(-100.8 31.4)
2016-03-08,54,POINT(-94 30.5)
2016-03-08,24,POINT(-94.2 33.1)
2016-03-08,86,POINT(-93.4 31.6)
2016-03-08,34,POINT(-100.7 31.7)
2016-03-08,54,POINT(-100.7 30.7)
2016-03-08,25,POINT(-95.3 31.4)
2016-03-08,27,POINT(-93.8 32.9)
2016-03-08,93,POINT(-92.7 31.9)
2016-03-08,30,POINT(-96.1 34.5)
2016-03-08,66,POINT(-93.5 31.5)
2016-03-08,45,POINT(-96 31.9)
2016-03-08,29,POINT(-96.6 32.6)
2016-03-08,40,POINT(-93.9 32.2)
2016-03-08,24,POINT(-94.1 30.6)
2016-03-08,42,POINT(-100.9 30.5)
2016-03-08,24,POINT(-99.9 30.9)
2016-03-08,39,POINT(-93.6 34.3)
2016-03-08,29,POINT(-97.6 31.2)
2016-03-08,44,POINT(-94.7 32.5)
2016-03-08,38,POINT(-93.8 32.3)
2016-03-08,35,POINT(-101 30.4)
2016-03-08,35,POINT(-94 32.2)
2016-03-08,27,POINT(-96.8 33.5)
2016-03-08,24,POINT(-99.8 31.6)
2016-03-08,25,POINT(-99.3 32.6)
2016-03-08,35,POINT(-98.7 31.4)
2016-03-08,159,POINT(-98.3 31)
2016-03-08,88,POINT(-98.9 31.1)
2016-03-08,33,POINT(-99.5 35)
2016-03-08,48,POINT(-101.3 32.7)
2016-03-08,30,POINT(-97.5 31.3)
2016-03-08,58,POINT(-97.2 31.3)
2016-03-08,29,POINT(-98 33.5)
2016-03-08,26,POINT(-101.3 32.9)
2016-03-08,111,POINT(-98 30.7)
2016-03-08,121,POINT(-98 30.6)
2016-03-08,28,POINT(-98.2 30.4)
2016-03-08,61,POINT(-100.2 31.4)
2016-03-08,31,POINT(-101 33)
2016-03-08,30,POINT(-99.1 32)
2016-03-08,52,POINT(-98 31.9)
2016-03-08,62,POINT(-97.1 32.9)
2016-03-08,24,POINT(-100.7 30.9)
2016-03-08,27,POINT(-100.2 31.6)
2016-03-08,25,POINT(-99 34.7)
2016-03-08,30,POINT(-98.7 32.4)
2016-03-08,29,POINT(-99.2 31)
2016-03-08,31,POINT(-97.8 32)
2016-03-08,84,POINT(-97.7 30.9)
2016-03-08,24,POINT(-97.2 32)
2016-03-08,33,POINT(-96.8 31.5)
2016-03-08,28,POINT(-99.7 34.2)
2016-03-08,48,POINT(-97.7 30.8)
2016-03-08,43,POINT(-96.8 33)
2016-03-08,29,POINT(-100.1 31.6)
2016-03-08,52,POINT(-97.9 31.3)
2016-03-08,40,POINT(-98 31.1)
2016-03-08,39,POINT(-97.3 32.7)
2016-03-08,36,POINT(-98.7 31.7)
2016-03-08,251,POINT(-98.4 31)
2016-03-08,66,POINT(-97.5 31)
2016-03-08,34,POINT(-100.3 31.4)
2016-03-08,139,POINT(-98.6 30.8)
2016-03-08,51,POINT(-97.1 33.6)
2016-03-08,258,POINT(-98.5 30.9)
2016-03-08,38,POINT(-96.9 31.7)
2016-03-08,24,POINT(-98.9 31.9)
2016-03-08,27,POINT(-98.2 32.4)
2016-03-08,30,POINT(-101.2 33)
2016-03-08,31,POINT(-100 31.6)
2016-03-08,38,POINT(-101 33.6)
2016-03-08,24,POINT(-96.7 34.2)
2016-03-08,37,POINT(-99.4 35.2)
2016-03-08,31,POINT(-100.8 33.8)
2016-03-08,58,POINT(-99.6 30.7)
2016-03-08,61,POINT(-97.8 30.9)
2016-03-08,49,POINT(-98.1 33.1)
2016-03-08,47,POINT(-97.3 32.9)
2016-03-08,35,POINT(-98.7 31.9)
2016-03-08,34,POINT(-100.4 30.4)
2016-03-08,40,POINT(-96.6 34)
2016-03-08,74,POINT(-97.6 31.6)
2016-03-08,26,POINT(-101.5 30)
2016-03-08,62,POINT(-100.3 31.3)
2016-03-08,25,POINT(-97.3 34.2)
2016-03-08,37,POINT(-93.9 31.9)
2016-03-08,64,POINT(-96.2 32.1)
2016-03-08,31,POINT(-95.2 33.3)
2016-03-08,73,POINT(-93.8 30.1)
2016-03-08,29,POINT(-100.1 30.8)
2016-03-08,52,POINT(-100.9 30.1)
2016-03-08,44,POINT(-97.6 31.7)
2016-03-08,44,POINT(-95.9 32.3)
2016-03-08,52,POINT(-96.5 31.9)
2016-03-08,27,POINT(-94.3 32.6)
2016-03-08,32,POINT(-95.5 32.4)
2016-03-08,24,POINT(-96 32.5)
